Date,Hour,Temperature,Humidity,WindSpeed,Visibility,DewPoint,SolarRadiation,Rainfall,Snowfall,Seasons,Holiday,FunctioningDay,Rented Bike Count
2023-02-02,17,-1.1,38.7,1.8,1907,-5.2,0.396,0.0,0.0,Winter,No Holiday,Yes,252
2023-02-02,18,-2.7,30.2,1.26,1980,-8.9,0.0,0.0,0.0,Winter,No Holiday,Yes,234
2023-02-02,19,-4.1,44.4,1.16,1892,-8.8,0.0,0.0,0.0,Winter,No Holiday,Yes,240
2023-02-02,20,-6.5,49.5,0.73,1919,-8.1,0.0,0.0,0.0,Winter,No Holiday,Yes,182
2023-02-02,21,-5.0,57.2,2.13,1846,-7.8,0.0,0.0,0.0,Winter,No Holiday,Yes,147
2023-02-02,22,-6.3,72.6,2.6,1606,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes,116
2023-02-02,23,-7.0,47.1,0.01,2000,-8.2,0.0,0.0,0.0,Winter,No Holiday,Yes,127
2023-02-03,0,-2.7,84.8,2.14,1602,-8.8,0.0,0.0,0.0,Winter,No Holiday,Yes,133
2023-02-03,1,-2.0,92.9,1.88,1727,-5.1,0.0,0.0,0.0,Winter,No Holiday,Yes,86
2023-02-03,2,-5.3,83.5,0.95,1799,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,46
2023-02-03,3,-0.7,85.6,0.73,1457,-5.4,0.0,0.0,0.0,Winter,No Holiday,Yes,42
2023-02-03,4,2.8,77.4,1.71,1597,0.1,0.0,0.0,0.0,Winter,No Holiday,Yes,126
2023-02-03,5,4.2,78.4,0.34,1599,-1.3,0.0,0.0,0.0,Winter,No Holiday,Yes,96
2023-02-03,6,5.3,82.2,0.98,1663,-0.5,0.0,12.22,0.0,Winter,No Holiday,Yes,72
2023-02-03,7,4.3,77.1,1.53,1758,2.7,0.308,0.0,0.0,Winter,No Holiday,Yes,240
2023-02-03,8,3.2,72.4,2.96,1720,-0.4,0.63,0.0,0.0,Winter,No Holiday,Yes,241
2023-02-03,9,3.1,65.2,3.75,1687,-3.1,1.184,0.0,0.0,Winter,No Holiday,Yes,264
2023-02-03,10,6.0,61.4,0.51,2000,-0.1,1.71,0.0,0.0,Winter,No Holiday,Yes,193
2023-02-03,11,5.8,53.9,1.63,1792,0.9,1.646,0.0,0.0,Winter,No Holiday,Yes,115
2023-02-03,12,6.9,30.1,1.27,2000,0.5,1.543,0.0,0.0,Winter,No Holiday,Yes,103
2023-02-03,13,5.7,43.9,1.95,1924,3.9,1.248,0.0,0.0,Winter,No Holiday,Yes,134
2023-02-03,14,2.1,50.7,1.12,1866,0.3,1.243,0.0,0.0,Winter,No Holiday,Yes,99
2023-02-03,15,-1.4,30.0,2.03,2000,-7.0,1.075,0.0,0.0,Winter,No Holiday,Yes,152
2023-02-03,16,-0.8,45.1,1.51,2000,-6.7,0.849,0.0,0.0,Winter,No Holiday,Yes,229
2023-02-03,17,-1.0,22.5,0.8,2000,-7.7,0.359,0.0,0.0,Winter,No Holiday,Yes,209
2023-02-03,18,-3.0,34.5,2.04,1941,-5.3,0.0,0.0,0.0,Winter,No Holiday,Yes,239
2023-02-03,19,-4.7,32.9,1.14,2000,-9.3,0.0,0.0,0.0,Winter,No Holiday,Yes,203
2023-02-03,20,-3.7,58.6,1.34,1875,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,150
2023-02-03,21,-5.6,67.5,0.6,1762,-8.2,0.0,0.0,0.0,Winter,No Holiday,Yes,115
2023-02-03,22,-5.9,56.6,1.04,1961,-10.5,0.0,0.0,0.0,Winter,No Holiday,Yes,99
2023-02-03,23,-3.7,75.7,2.92,1717,-9.2,0.0,0.0,0.0,Winter,No Holiday,Yes,84
2023-02-04,0,-4.4,86.2,0.83,1910,-6.9,0.0,0.0,0.46,Winter,Holiday,Yes,85
2023-02-04,1,-2.2,74.1,3.76,1687,-5.8,0.0,0.0,0.0,Winter,Holiday,Yes,77
2023-02-04,2,-1.0,79.1,1.37,1796,-3.5,0.0,0.0,0.0,Winter,Holiday,Yes,108
2023-02-04,3,-2.6,87.0,1.57,1641,-9.9,0.0,0.0,0.0,Winter,Holiday,Yes,162
2023-02-04,4,0.0,71.4,0.7,1766,-2.6,0.0,0.0,0.0,Winter,Holiday,Yes,85
2023-02-04,5,5.1,79.4,2.13,1597,3.3,0.0,0.0,0.0,Winter,Holiday,Yes,102
2023-02-04,6,1.1,96.7,0.32,1460,-0.2,0.0,0.0,0.0,Winter,Holiday,Yes,119
2023-02-04,7,0.1,65.7,1.06,1819,-1.2,0.455,0.0,0.0,Winter,Holiday,Yes,146
2023-02-04,8,1.3,73.7,0.71,1577,-1.0,0.762,0.0,0.95,Winter,Holiday,Yes,175
2023-02-04,9,5.5,64.1,0.39,1692,0.2,1.154,0.0,0.0,Winter,Holiday,Yes,202
2023-02-04,10,5.5,50.7,1.95,1876,4.4,1.637,0.0,0.0,Winter,Holiday,Yes,149
2023-02-04,11,4.9,48.3,1.09,2000,1.9,1.724,0.0,0.0,Winter,Holiday,Yes,157
2023-02-04,12,6.9,57.8,1.34,1828,5.5,1.465,0.0,0.08,Winter,Holiday,Yes,120
2023-02-04,13,-1.7,41.1,0.74,1960,-5.6,1.684,0.0,1.53,Winter,Holiday,Yes,104
2023-02-04,14,3.3,39.3,2.24,1828,2.0,1.091,0.0,0.0,Winter,Holiday,Yes,87
2023-02-04,15,4.4,46.3,1.5,2000,-0.9,1.029,0.64,0.0,Winter,Holiday,No,0
2023-02-04,16,-2.3,27.2,3.28,2000,-8.1,0.844,0.0,0.0,Winter,Holiday,Yes,186
2023-02-04,17,-2.1,21.2,0.77,2000,-8.2,0.477,0.0,2.5,Winter,Holiday,Yes,184
2023-02-04,18,-4.0,52.5,0.77,1671,-6.6,0.0,0.0,0.25,Winter,Holiday,Yes,207
2023-02-04,19,-5.2,40.6,1.82,2000,-12.3,0.0,0.0,0.0,Winter,Holiday,Yes,167
2023-02-04,20,-4.8,53.8,3.51,1728,-10.6,0.0,0.0,0.0,Winter,Holiday,Yes,123
2023-02-04,21,-1.6,43.5,0.87,2000,-3.0,0.0,0.0,3.02,Winter,Holiday,Yes,109
2023-02-04,22,-0.8,61.5,0.12,1830,-4.9,0.0,0.0,0.0,Winter,Holiday,Yes,99
2023-02-04,23,-4.9,53.0,0.44,1924,-11.2,0.0,0.0,0.0,Winter,Holiday,Yes,84
2023-02-05,0,0.4,70.3,2.92,1624,-2.8,0.0,0.0,0.0,Winter,Holiday,Yes,102
2023-02-05,1,-2.5,67.9,1.02,1601,-6.1,0.0,0.0,0.0,Winter,Holiday,Yes,78
2023-02-05,2,2.1,69.1,4.0,1644,-3.3,0.0,0.0,0.0,Winter,Holiday,Yes,42
2023-02-05,3,-0.4,76.7,0.51,1707,-1.8,0.0,0.0,0.0,Winter,Holiday,Yes,70
2023-02-05,4,1.4,56.9,1.83,1793,-6.4,0.0,0.0,0.0,Winter,Holiday,Yes,160
2023-02-05,5,3.1,66.7,1.86,1779,0.9,0.0,0.0,0.0,Winter,Holiday,Yes,135
2023-02-05,6,9.9,83.0,0.34,1482,8.7,0.0,0.0,0.0,Winter,Holiday,Yes,183
2023-02-05,7,6.2,74.2,0.35,1685,5.2,0.376,0.0,0.0,Winter,Holiday,Yes,185
2023-02-05,8,3.8,54.4,1.05,2000,-0.0,0.76,0.0,0.0,Winter,Holiday,Yes,226
2023-02-05,9,7.5,64.4,1.95,1808,0.3,0.913,0.0,0.0,Winter,Holiday,Yes,236
2023-02-05,10,4.9,43.6,1.67,1983,-1.9,1.622,0.0,0.0,Winter,Holiday,Yes,159
2023-02-05,11,4.3,53.3,1.12,1906,-3.1,1.31,0.0,0.0,Winter,Holiday,Yes,111
2023-02-05,12,6.5,39.1,1.09,1900,1.7,1.71,0.0,0.0,Winter,Holiday,Yes,98
2023-02-05,13,3.8,32.3,0.17,2000,-0.3,1.255,0.0,0.0,Winter,Holiday,Yes,120
2023-02-05,14,3.2,31.3,0.62,2000,-0.5,1.311,0.0,0.0,Winter,Holiday,Yes,98
2023-02-05,15,1.4,55.9,0.28,1856,0.1,1.132,0.0,0.0,Winter,Holiday,Yes,116
2023-02-05,16,0.8,22.5,1.64,2000,-6.6,0.765,0.0,0.0,Winter,Holiday,Yes,161
2023-02-05,17,-0.3,33.9,0.45,2000,-4.8,0.373,0.0,0.0,Winter,Holiday,Yes,201
2023-02-05,18,-6.2,42.6,2.89,1777,-10.4,0.0,2.88,0.0,Winter,Holiday,Yes,212
2023-02-05,19,-1.9,29.6,1.33,2000,-6.6,0.0,0.0,0.0,Winter,Holiday,Yes,172
2023-02-05,20,-5.9,28.9,0.6,2000,-12.5,0.0,0.0,0.0,Winter,Holiday,Yes,151
2023-02-05,21,-7.2,45.1,2.58,2000,-9.8,0.0,0.0,0.0,Winter,Holiday,Yes,102
2023-02-05,22,-4.5,65.2,0.4,1745,-10.5,0.0,0.0,0.0,Winter,Holiday,Yes,114
2023-02-05,23,-3.9,60.5,0.41,1890,-9.9,0.0,0.0,0.0,Winter,Holiday,Yes,97
2023-02-06,0,-4.7,67.4,0.59,1698,-11.6,0.0,0.0,0.0,Winter,No Holiday,Yes,154
2023-02-06,1,-0.7,83.5,2.59,1658,-1.8,0.0,0.0,0.0,Winter,No Holiday,Yes,88
2023-02-06,2,-4.0,69.8,4.03,1662,-6.2,0.0,0.0,0.0,Winter,No Holiday,Yes,112
2023-02-06,3,-0.9,78.8,0.28,1588,-5.1,0.0,0.0,0.0,Winter,No Holiday,Yes,45
2023-02-06,4,0.1,64.7,7.1,1685,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,98
2023-02-06,5,2.4,81.5,1.99,1846,-5.3,0.0,0.0,0.0,Winter,No Holiday,Yes,100
2023-02-06,6,4.2,77.5,0.89,1597,-0.9,0.0,0.0,0.0,Winter,No Holiday,Yes,130
2023-02-06,7,2.6,78.7,1.86,1799,0.1,0.331,0.0,0.0,Winter,No Holiday,Yes,213
2023-02-06,8,6.8,53.7,2.63,1794,4.5,0.874,0.0,0.0,Winter,No Holiday,Yes,296
2023-02-06,9,5.8,57.0,0.62,1753,0.3,1.102,0.0,0.0,Winter,No Holiday,Yes,231
2023-02-06,10,1.9,39.6,2.64,2000,-0.5,1.223,0.0,0.0,Winter,No Holiday,Yes,119
2023-02-06,11,1.5,43.6,1.26,1763,-3.4,1.222,0.0,0.0,Winter,No Holiday,Yes,65
2023-02-06,12,4.8,55.1,0.28,1925,-2.1,1.369,11.81,0.0,Winter,No Holiday,Yes,59
2023-02-06,13,3.4,32.4,1.98,2000,-0.3,1.573,0.0,0.0,Winter,No Holiday,Yes,85
2023-02-06,14,2.6,20.0,3.39,2000,-1.1,1.537,0.0,0.0,Winter,No Holiday,No,0
2023-02-06,15,1.5,23.5,1.72,1992,0.2,0.627,0.0,0.0,Winter,No Holiday,Yes,150
2023-02-06,16,0.7,20.0,0.49,2000,-2.1,0.808,0.0,0.0,Winter,No Holiday,Yes,217
2023-02-06,17,0.8,20.0,1.74,2000,-5.0,0.355,0.0,0.0,Winter,No Holiday,Yes,200
2023-02-06,18,-4.4,41.5,1.54,1938,-7.9,0.0,0.0,0.0,Winter,No Holiday,No,38
2023-02-06,19,-5.5,24.8,1.86,2000,-7.6,0.0,0.0,0.0,Winter,No Holiday,Yes,222
2023-02-06,20,-6.0,48.0,0.26,1787,-7.7,0.0,0.0,0.0,Winter,No Holiday,Yes,181
2023-02-06,21,-3.6,51.3,0.3,2000,-5.3,0.0,0.0,0.0,Winter,No Holiday,Yes,160
2023-02-06,22,-1.7,52.3,0.81,1857,-7.4,0.0,0.0,0.0,Winter,No Holiday,Yes,86
2023-02-06,23,-4.8,66.2,2.31,1570,-10.1,0.0,0.0,0.0,Winter,No Holiday,Yes,94
2023-02-07,0,-8.2,60.3,2.07,1728,-12.8,0.0,0.0,0.0,Winter,No Holiday,No,0
2023-02-07,1,-5.7,82.8,2.49,1475,-10.2,0.0,0.0,0.0,Winter,No Holiday,Yes,102
2023-02-07,2,-2.8,70.9,1.88,1724,-4.9,0.0,0.0,0.0,Winter,No Holiday,Yes,105
2023-02-07,3,-1.0,75.8,2.19,1570,-5.5,0.0,0.0,0.0,Winter,No Holiday,Yes,58
2023-02-07,4,0.6,74.8,1.53,1564,-0.8,0.0,0.0,0.0,Winter,No Holiday,Yes,78
2023-02-07,5,2.8,85.2,1.13,1636,-4.7,0.0,0.0,0.0,Winter,No Holiday,Yes,151
2023-02-07,6,3.2,80.7,2.02,1640,1.8,0.0,0.0,0.0,Winter,No Holiday,Yes,171
2023-02-07,7,6.9,44.5,0.45,2000,2.9,0.428,0.0,0.0,Winter,No Holiday,Yes,232
2023-02-07,8,4.1,67.7,0.57,1890,3.1,0.619,0.0,0.0,Winter,No Holiday,Yes,264
2023-02-07,9,4.1,41.5,0.4,1956,-2.4,1.037,0.0,0.0,Winter,No Holiday,Yes,193
2023-02-07,10,6.8,49.0,1.45,1953,4.7,1.299,0.0,0.0,Winter,No Holiday,Yes,165
2023-02-07,11,2.5,45.0,0.46,1737,-5.0,1.495,0.0,0.0,Winter,No Holiday,Yes,93
2023-02-07,12,5.7,36.8,0.1,2000,4.4,1.794,0.0,0.0,Winter,No Holiday,Yes,75
2023-02-07,13,4.2,40.6,0.34,2000,-2.5,1.139,0.0,0.0,Winter,No Holiday,Yes,85
2023-02-07,14,2.6,39.4,3.39,2000,-3.0,1.485,0.0,0.0,Winter,No Holiday,Yes,105
2023-02-07,15,4.8,22.6,1.46,2000,2.1,1.119,0.0,0.0,Winter,No Holiday,Yes,158
2023-02-07,16,-0.9,22.0,2.58,2000,-3.3,0.694,0.0,0.0,Winter,No Holiday,Yes,214
2023-02-07,17,3.2,31.3,0.29,1992,-0.3,0.435,0.0,1.15,Winter,No Holiday,Yes,215
2023-02-07,18,-2.5,20.0,1.82,2000,-9.3,0.0,0.0,0.0,Winter,No Holiday,Yes,280
2023-02-07,19,-5.5,34.5,0.41,2000,-12.6,0.0,0.0,0.0,Winter,No Holiday,Yes,262
2023-02-07,20,-3.5,58.3,1.78,1619,-5.8,0.0,0.0,0.0,Winter,No Holiday,Yes,208
2023-02-07,21,-6.2,36.0,2.49,2000,-9.7,0.0,0.0,0.0,Winter,No Holiday,Yes,119
2023-02-07,22,-5.6,54.2,1.98,1786,-8.2,0.0,0.0,0.0,Winter,No Holiday,Yes,90
2023-02-07,23,-3.0,58.0,1.34,1957,-4.8,0.0,0.0,0.0,Winter,No Holiday,Yes,97
2023-02-08,0,-1.9,89.7,3.27,1632,-7.4,0.0,0.0,0.0,Winter,No Holiday,Yes,145
2023-02-08,1,-3.4,69.1,2.3,1889,-6.8,0.0,0.0,0.0,Winter,No Holiday,Yes,117
2023-02-08,2,1.0,73.0,0.67,1831,-1.6,0.0,0.0,0.0,Winter,No Holiday,Yes,83
2023-02-08,3,2.6,69.4,0.43,1847,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes,95
2023-02-08,4,4.4,80.0,5.56,1788,-1.8,0.0,0.0,0.0,Winter,No Holiday,Yes,113
2023-02-08,5,3.9,81.0,0.71,1738,-2.5,0.0,0.0,0.0,Winter,No Holiday,Yes,89
2023-02-08,6,6.7,66.4,1.17,1659,5.4,0.0,0.0,0.0,Winter,No Holiday,Yes,155
2023-02-08,7,1.2,80.6,0.54,1486,-6.2,0.292,0.0,4.09,Winter,No Holiday,Yes,134
2023-02-08,8,5.0,67.9,2.21,1629,-0.1,0.715,0.0,0.0,Winter,No Holiday,Yes,262
2023-02-08,9,4.2,67.4,0.6,1836,-0.3,1.171,0.0,0.0,Winter,No Holiday,Yes,210
2023-02-08,10,6.2,49.1,1.3,1598,5.2,1.303,0.0,0.0,Winter,No Holiday,Yes,160
2023-02-08,11,4.6,48.5,1.73,1890,-2.7,1.096,0.0,0.0,Winter,No Holiday,Yes,133
2023-02-08,12,4.8,38.2,0.76,1940,-0.1,1.684,0.0,0.0,Winter,No Holiday,Yes,83
2023-02-08,13,7.9,50.1,1.72,2000,1.2,1.528,0.0,0.0,Winter,No Holiday,Yes,100
2023-02-08,14,2.7,33.3,3.81,1998,-2.9,1.268,0.0,0.0,Winter,No Holiday,Yes,180
2023-02-08,15,2.6,30.4,1.53,1989,-3.9,0.932,0.0,0.0,Winter,No Holiday,Yes,115
2023-02-08,16,0.1,25.6,2.09,2000,-5.8,0.864,0.0,0.0,Winter,No Holiday,Yes,206
2023-02-08,17,-0.6,26.5,0.94,2000,-8.0,0.283,0.0,0.0,Winter,No Holiday,Yes,230
2023-02-08,18,-1.9,37.2,0.88,1950,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes,281
2023-02-08,19,-2.0,47.5,0.41,1837,-4.4,0.0,0.0,0.0,Winter,No Holiday,Yes,263
2023-02-08,20,-1.2,38.0,1.43,2000,-7.2,0.0,0.0,0.0,Winter,No Holiday,Yes,145
2023-02-08,21,-0.6,52.4,2.6,1818,-5.1,0.0,0.0,0.0,Winter,No Holiday,Yes,132
2023-02-08,22,-3.3,59.5,2.01,1762,-8.5,0.0,0.0,0.0,Winter,No Holiday,Yes,77
2023-02-08,23,-2.5,67.5,0.87,1928,-8.4,0.0,0.0,0.0,Winter,No Holiday,Yes,74
2023-02-09,0,-5.2,52.6,1.02,1865,-10.0,0.0,0.0,0.0,Winter,No Holiday,Yes,128
2023-02-09,1,-2.1,65.2,3.84,1700,-8.6,0.0,0.0,0.0,Winter,No Holiday,Yes,74
2023-02-09,2,1.0,64.2,1.84,1637,-2.2,0.0,0.0,0.0,Winter,No Holiday,Yes,76
2023-02-09,3,2.1,80.0,2.25,1666,-4.9,0.0,0.0,0.0,Winter,No Holiday,Yes,110
2023-02-09,4,2.1,70.9,2.45,1640,0.4,0.0,0.0,2.12,Winter,No Holiday,Yes,150
2023-02-09,5,4.8,73.4,0.91,1645,-0.7,0.0,0.0,0.0,Winter,No Holiday,Yes,113
2023-02-09,6,5.1,63.3,0.82,1663,-2.1,0.0,0.0,0.0,Winter,No Holiday,Yes,146
2023-02-09,7,7.5,66.7,0.89,1772,4.7,0.343,0.0,0.0,Winter,No Holiday,Yes,226
2023-02-09,8,6.3,53.9,0.8,1679,3.0,0.692,0.0,0.0,Winter,No Holiday,Yes,268
2023-02-09,9,5.4,66.5,3.33,1802,2.3,1.136,0.0,0.0,Winter,No Holiday,Yes,246
2023-02-09,10,6.8,57.2,1.12,1752,1.9,1.185,0.0,0.0,Winter,No Holiday,Yes,142
2023-02-09,11,-0.0,47.5,3.01,1993,-3.9,1.248,0.0,0.0,Winter,No Holiday,Yes,160
2023-02-09,12,6.0,37.3,1.15,2000,4.2,1.565,0.0,0.0,Winter,No Holiday,Yes,129
2023-02-09,13,-3.0,20.0,1.21,2000,-10.2,1.165,0.0,0.0,Winter,No Holiday,Yes,77
2023-02-09,14,-0.2,27.6,0.2,2000,-2.7,1.258,0.0,0.0,Winter,No Holiday,Yes,101
2023-02-09,15,2.9,22.7,0.85,2000,-1.9,1.203,0.0,0.0,Winter,No Holiday,Yes,146
2023-02-09,16,1.6,32.6,3.39,2000,-3.5,0.766,0.0,0.0,Winter,No Holiday,Yes,184
2023-02-09,17,-2.9,37.9,3.31,1807,-4.2,0.327,0.0,0.0,Winter,No Holiday,Yes,236
2023-02-09,18,-3.2,38.0,0.84,1897,-4.8,0.0,0.0,0.0,Winter,No Holiday,Yes,317
2023-02-09,19,0.0,51.9,0.12,1802,-7.8,0.0,0.0,0.0,Winter,No Holiday,Yes,253
2023-02-09,20,-4.3,39.1,0.56,2000,-10.0,0.0,0.0,0.0,Winter,No Holiday,Yes,173
2023-02-09,21,0.7,45.0,0.83,1852,-0.5,0.0,0.0,0.0,Winter,No Holiday,Yes,125
2023-02-09,22,-3.8,68.0,0.83,1663,-10.3,0.0,0.0,0.0,Winter,No Holiday,Yes,150
2023-02-09,23,-2.7,65.6,0.83,1660,-7.2,0.0,0.0,0.0,Winter,No Holiday,Yes,106
2023-02-10,0,0.5,67.2,1.32,1781,-1.0,0.0,0.0,0.0,Winter,No Holiday,Yes,67
2023-02-10,1,-1.5,92.9,0.5,1619,-7.3,0.0,0.0,0.31,Winter,No Holiday,Yes,85
2023-02-10,2,-2.7,83.6,1.18,1454,-7.2,0.0,0.0,0.0,Winter,No Holiday,Yes,93
2023-02-10,3,0.3,77.8,1.6,1591,-2.1,0.0,15.93,0.02,Winter,No Holiday,Yes,0
2023-02-10,4,1.8,73.0,0.89,1450,-5.3,0.0,0.0,0.0,Winter,No Holiday,Yes,140
2023-02-10,5,0.4,91.6,1.37,1236,-2.6,0.0,0.0,0.0,Winter,No Holiday,Yes,84
2023-02-10,6,3.8,77.3,3.77,1725,0.8,0.0,0.0,0.0,Winter,No Holiday,Yes,200
2023-02-10,7,3.7,71.0,2.07,1753,0.8,0.272,0.0,0.0,Winter,No Holiday,Yes,182
2023-02-10,8,7.8,71.9,1.86,1727,1.4,0.811,0.0,0.0,Winter,No Holiday,Yes,265
2023-02-10,9,6.4,67.7,0.95,1945,0.4,0.905,0.0,0.0,Winter,No Holiday,Yes,256
2023-02-10,10,5.8,57.9,0.8,1599,-1.6,1.28,0.0,0.0,Winter,No Holiday,Yes,165
2023-02-10,11,5.8,54.9,1.23,1571,3.2,1.537,0.0,0.0,Winter,No Holiday,Yes,109
2023-02-10,12,5.8,44.8,1.84,1775,-0.7,1.614,0.0,0.0,Winter,No Holiday,Yes,117
2023-02-10,13,5.7,41.1,1.52,1675,0.7,1.307,0.0,0.0,Winter,No Holiday,Yes,121
2023-02-10,14,1.4,24.8,1.41,2000,-1.8,1.549,0.0,0.0,Winter,No Holiday,Yes,141
2023-02-10,15,0.0,48.4,2.31,1968,-1.2,1.19,0.0,0.0,Winter,No Holiday,Yes,104
2023-02-10,16,3.0,20.0,1.76,2000,-3.7,0.642,0.0,0.0,Winter,No Holiday,Yes,161
2023-02-10,17,-1.3,34.8,2.21,2000,-4.0,0.36,0.0,0.0,Winter,No Holiday,Yes,291
2023-02-10,18,-4.4,21.4,0.6,2000,-9.9,0.0,0.0,0.0,Winter,No Holiday,Yes,271
2023-02-10,19,-1.7,38.3,0.43,1921,-6.5,0.0,0.0,0.0,Winter,No Holiday,Yes,250
2023-02-10,20,-2.3,39.1,3.56,1899,-3.3,0.0,0.0,0.0,Winter,No Holiday,Yes,202
2023-02-10,21,-6.7,52.4,0.11,1917,-14.6,0.0,0.0,0.0,Winter,No Holiday,Yes,137
2023-02-10,22,-3.2,61.0,0.48,1593,-9.9,0.0,0.0,0.0,Winter,No Holiday,Yes,138
2023-02-10,23,-1.9,54.4,0.94,1432,-6.3,0.0,0.0,0.0,Winter,No Holiday,Yes,113
2023-02-11,0,-1.8,69.4,2.99,1776,-7.6,0.0,0.0,0.0,Winter,Holiday,No,6
2023-02-11,1,-0.4,88.4,0.42,1604,-4.7,0.0,4.5,0.0,Winter,Holiday,Yes,30
2023-02-11,2,-3.3,64.7,0.21,1966,-9.6,0.0,0.0,0.78,Winter,Holiday,Yes,103
2023-02-11,3,1.4,71.2,0.63,1801,-0.6,0.0,0.0,0.0,Winter,Holiday,Yes,132
2023-02-11,4,1.4,88.5,0.86,1612,-2.7,0.0,0.0,0.0,Winter,Holiday,Yes,119
2023-02-11,5,2.3,79.1,1.36,1607,-1.0,0.0,0.0,0.0,Winter,Holiday,Yes,49
2023-02-11,6,6.2,76.7,1.89,1561,2.0,0.0,0.0,0.0,Winter,Holiday,Yes,187
2023-02-11,7,8.3,81.0,2.36,1596,4.2,0.352,0.0,0.0,Winter,Holiday,Yes,231
2023-02-11,8,9.7,57.2,0.33,1946,7.7,0.477,0.0,0.0,Winter,Holiday,Yes,245
2023-02-11,9,9.1,53.7,0.09,1911,1.2,0.927,0.0,0.0,Winter,Holiday,Yes,185
2023-02-11,10,6.3,46.0,1.32,2000,5.1,1.133,0.0,0.0,Winter,Holiday,Yes,137
2023-02-11,11,6.9,42.6,0.41,1953,5.8,1.454,0.0,0.0,Winter,Holiday,Yes,135
2023-02-11,12,7.1,53.7,0.78,1733,3.5,1.491,0.0,0.0,Winter,Holiday,Yes,99
2023-02-11,13,4.9,20.0,0.99,2000,-0.5,1.518,0.0,0.0,Winter,Holiday,Yes,149
2023-02-11,14,3.8,20.2,0.83,2000,1.5,0.983,0.0,0.0,Winter,Holiday,Yes,60
2023-02-11,15,3.9,20.0,0.18,2000,-0.8,0.88,0.0,0.0,Winter,Holiday,Yes,123
2023-02-11,16,0.9,44.2,1.43,1999,-5.2,0.854,0.0,0.0,Winter,Holiday,Yes,125
2023-02-11,17,-1.7,25.5,4.44,2000,-3.4,0.373,0.0,0.0,Winter,Holiday,Yes,175
2023-02-11,18,-2.3,31.5,1.18,1967,-10.2,0.0,0.0,2.39,Winter,Holiday,Yes,153
2023-02-11,19,-1.1,23.1,4.92,2000,-4.5,0.0,0.0,0.0,Winter,Holiday,Yes,171
2023-02-11,20,-3.1,42.2,0.1,1824,-8.6,0.0,0.0,0.0,Winter,Holiday,Yes,179
2023-02-11,21,-2.8,59.8,0.62,1768,-4.5,0.0,0.0,0.0,Winter,Holiday,Yes,101
2023-02-11,22,-2.1,60.1,3.97,1933,-8.1,0.0,0.0,0.0,Winter,Holiday,Yes,69
2023-02-11,23,-3.9,62.9,0.6,1886,-10.8,0.0,0.0,0.0,Winter,Holiday,Yes,86
2023-02-12,0,-0.9,54.0,1.51,1920,-2.6,0.0,0.0,0.0,Winter,Holiday,Yes,79
2023-02-12,1,-0.7,71.1,1.2,1836,-2.6,0.0,0.0,0.0,Winter,Holiday,Yes,78
2023-02-12,2,-2.8,79.3,0.96,1598,-5.8,0.0,0.0,0.0,Winter,Holiday,No,0
2023-02-12,3,3.8,69.8,2.38,1569,2.7,0.0,0.0,0.0,Winter,Holiday,Yes,98
2023-02-12,4,1.2,86.4,1.23,1568,-6.7,0.0,0.0,0.0,Winter,Holiday,Yes,104
2023-02-12,5,0.1,87.2,2.09,1572,-5.0,0.0,0.0,0.0,Winter,Holiday,Yes,78
2023-02-12,6,2.5,69.9,4.04,1808,-2.7,0.0,0.0,0.0,Winter,Holiday,Yes,181
2023-02-12,7,3.5,78.0,2.43,1723,-4.2,0.457,0.0,0.0,Winter,Holiday,Yes,189
2023-02-12,8,6.3,64.1,0.48,1899,-0.5,0.748,0.0,0.0,Winter,Holiday,Yes,256
2023-02-12,9,6.1,70.4,5.63,1455,-0.6,1.121,0.0,5.03,Winter,Holiday,Yes,111
2023-02-12,10,6.0,72.7,1.85,1594,2.6,1.273,0.0,0.0,Winter,Holiday,Yes,175
2023-02-12,11,7.6,35.1,1.04,1987,4.2,1.714,0.0,0.0,Winter,Holiday,Yes,89
2023-02-12,12,6.4,48.0,0.4,1958,3.3,1.578,0.0,0.0,Winter,Holiday,Yes,77
2023-02-12,13,5.4,48.6,1.29,2000,2.0,1.373,0.0,0.0,Winter,Holiday,Yes,85
2023-02-12,14,4.5,22.5,0.66,1973,0.9,1.218,0.0,0.21,Winter,Holiday,Yes,70
2023-02-12,15,3.7,24.6,0.31,1991,1.7,0.87,0.0,0.0,Winter,Holiday,No,16
2023-02-12,16,-3.1,24.3,0.44,2000,-6.6,0.686,0.0,0.0,Winter,Holiday,Yes,165
2023-02-12,17,-0.9,30.3,0.25,1940,-5.0,0.459,0.0,0.0,Winter,Holiday,Yes,191
2023-02-12,18,-5.6,31.2,0.91,1915,-8.8,0.0,0.0,0.0,Winter,Holiday,Yes,252
2023-02-12,19,-2.2,37.3,1.12,1988,-4.3,0.0,0.0,0.0,Winter,Holiday,Yes,235
2023-02-12,20,-2.9,53.2,1.67,1982,-6.5,0.0,0.0,0.0,Winter,Holiday,Yes,113
2023-02-12,21,-1.2,32.1,1.81,2000,-5.6,0.0,0.0,0.0,Winter,Holiday,Yes,146
